Distance_deg,Density_Type,Predictor,Beta,SE,P_value,CI_Lower_95,CI_Upper_95,R2,Adj_R2,F_pvalue,N
6.0,Linear,Corneal curvature (mm),-3567.57123192391,2437.122002066421,0.14813065131597303,-8436.282126642105,1301.139662794284,0.19212553676592237,0.1163873058377276,0.028873565170794445,71
6.0,Linear,Anterior chamber depth (mm),4542.404356227409,1621.9649847476355,0.006738085575783236,1302.1568079321137,7782.651904522705,0.19212553676592237,0.1163873058377276,0.028873565170794445,71
6.0,Linear,Intercept,31438.03236126613,31512.928829562556,0.3222191009965415,-31516.280055953925,94392.34477848618,0.19212553676592237,0.1163873058377276,0.028873565170794445,71
6.0,Angular,Axial length (mm),269.4019079151451,67.6893051368842,0.00017847492052551828,134.17697576303263,404.6268400672576,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
6.0,Angular,Age,-5.762127813597882,13.32911277174634,0.6669791059777277,-32.39009166346024,20.865836036264476,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
6.0,Angular,Spherical equivalent refraction (D),-27.571776523912593,32.04400786183851,0.3927613859077441,-91.58704127269665,36.44348822487147,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
6.0,Angular,Gender,206.635985427596,166.65848955483412,0.21954791323497277,-126.30262129989151,539.5745921550836,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
6.0,Angular,Corneal curvature (mm),-477.83153371384924,225.42841068180567,0.03791873871626049,-928.1765546585998,-27.486512769098738,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
6.0,Angular,Anterior chamber depth (mm),338.82941163618375,150.02818422023077,0.027334700912655125,39.11365903599102,638.5451642363764,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
6.0,Angular,Intercept,-1696.096767514205,2914.876422252879,0.5626942814627451,-7519.231834920241,4127.03829989183,0.44203553573948917,0.38972636721506626,9.213934537017035e-07,71
